PRINCIPIO ATIVO,CNPJ,LABORATORIO,REGISTRO,EAN,PRODUTO,APRESENTACAO,CLASSE TERAPEUTICA,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%
MUCATO DE ISOMETEPTENO,33.173.097/0002-74,INSTITUTO TERAPEUTICO DELTA LTDA.,1044000920050,7893454040202,TENSALDIN,300 MG+ 30 MG+ 30 MG DRG DISPLAY BL AL PLAS INC X 200 (EMB MULT),A03D0 - ASSOCIACOES DE ANTIESPASMODICOS COM ANALGESICOS,115.04,132.39,141.26,127.54,142.22,128.32,143.18,129.09,147.19
MUPIROCINA,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,1071501450011,7893736010220,DERMOBAN,20MG/G CREM DERM CT BG AL X 15G,D06A0 - ANTIBIOTICOS TOPICOS E/OU SULFONAMIDAS,39.51,45.46,48.51,43.8,48.83,44.06,49.16,44.32,50.54
NADROPARINA CALCICA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010702650083,7896015517120,FRAXIPARINA,"5700 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0,6ML ",B01B2 - HEPARINAS FRACIONADAS,228.49,259.65,275.29,275.29,276.96,276.96,278.64,278.64,285.61
NAPROXENO,17.159.229/0001-76,LABORATORIO TEUTO BRASILEIRO S/A,1037006210036,7896112123682,NAPROX,250 MG COM CT BL AL PLAS LAR X 20,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,19.78,22.48,23.83,23.83,23.97,23.97,24.12,24.12,24.73
NAPROXENO SODICO,29.785.870/0001-03,LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA,1046502430031,7896714218700,NAPRONAX,550 MG COM CT BL AL PLAS INC X 10,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,19.56,22.51,24.02,21.68,24.17,21.81,24.34,21.95,25.02
NATALIZUMABE,07.986.222/0001-74,BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA,1699300020018,7898926573028,TYSABRI,20 MG/ML SOL INJ CT FA VD INC X 15 ML,L04X0 - OUTROS IMUNOSSUPRESSORES,5663.65,6435.97,6823.69,6823.69,6865.04,6865.04,6906.9,6906.9,7079.57
NATEGLINIDA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006801530029,7896261005167,STARLIX,120 MG COM REV CT BL PVC/PVDC/AL X 24,A10M1 - ANTIDIABETICOS GLINIDAS PUROS,57.65,65.5,69.45,69.45,69.87,69.87,70.3,70.3,72.05
NEPAFENACO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006811050038,7896548199459,NEVANAC UNO,3 MG/ML SUS OFT CT FR PLAS OPC GOT X 3 ML,S01R0 - ANTIINFLAMATORIOS OFTALMOLOGICOS NAO ESTEROIDAIS,91.09,103.5,109.74,109.74,110.4,110.4,111.08,111.08,113.86
NICERGOLINA,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,1021601520031,7891268106411,SERMION,30 MG COM REV CT BL AL PLAS INC X 20,"C04A1 - VASOTERAPEUTICOS CEREBRAIS E PERIFERICOS, EXCLUINDO ANTOAGONISTAS DE CALCIO COM ACAO CEREBRAL",99.16,112.68,119.47,119.47,120.19,120.19,120.92,120.92,123.95
NICLOSAMIDA,48.396.378/0001-82,UCI - FARMA INDUSTRIA FARMACEUTICA LTDA,1055000310015,7897655400018,ATENASE,500 MG CO MAST CT ENV KRAFT E POLIETILENO X 4,P01B0 - ANTI-HELMINTICOS EXCETO ESQUISTOSSOMICIDAS (P1C),15.11,17.17,18.21,18.21,18.32,18.32,18.43,18.43,18.88
NICOTINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010701530361,7896015519261,NIQUITIN,14 MG ADES TRANSD TRANS CT ENV AL PE X 7,N07B0 - PRODUTOS ANTITABACO,55.02,62.53,66.3,66.3,66.7,66.7,67.1,67.1,68.78
NICOTINAMIDA,61.517.397/0001-88,THERASKIN FARMACEUTICA LTDA.,1019102850018,7897129301025,PAPULESS,40 MG/G GEL TOP CT BG AL X 25 G,D10A0 - ANTIACNEICOS TOPICOS,42.43,48.84,52.1,47.04,52.45,47.33,52.81,47.61,54.29
NIFEDIPINO,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,1558401690058,7896714219585,NEO FEDIPINA,10 MG COM CT BL AL PLAS AMB X 200 (EMB FRAC),C08A0 - ANTAGONISTAS DO CALCIO PUROS,78.19,88.85,94.2,94.2,94.77,94.77,95.35,95.35,97.72
NIFUROXAZIDA,33.388.182/0001-79,PRODUTOS FARMACEUTICOS MILLET ROUX,1039700250026,7896830500222,PASSIFURIL,SUS ORAL CT FR VD AMB X 40 ML,A07A0 - ANTIDIARREICOS ANTIINFECCIOSOS INTESTINAIS,13.21,15.2,16.22,14.64,16.32,14.74,16.44,14.82,16.9
NILOTINIBE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006810600093,7896261020146,TASIGNA,150 MG CAP GEL DURA CT BL AL PLAS INC X 120,L01H0 - INIBIDORES DE PROTEINA QUINASE,12380.22,14068.43,14915.92,14915.92,15006.32,15006.32,15097.82,15097.82,15475.27
NIMESULIDA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356905860012,7896004738727,NIMESILAN,100 MG COM CT BL AL PLAS INC X 12,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,14.24,16.17,17.16,17.16,17.25,17.25,17.36,17.36,17.79
NIMESULIDA BETACICLODEXTRINA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,1781700980012,7897322701738,MAXSULID,400 MG COM CT BL AL PLAS INC X 10,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,24.98,28.4,30.1,30.1,30.29,30.29,30.47,30.47,31.23
NIMODIPINO,42.457.796/0001-56,DIFFUCAP - CHEMOBRAS QUIMICA E FARMACEUTICA LTDA,1043000190119,7898096577239,NIMOVAS,30 MG COM REV CT 6 BL AL/AL X 5,C04A2 - ANTAGONISTAS DO CALCIO COM ACAO CEREBRAL,33.01,37.51,39.77,39.77,40.01,40.01,40.26,40.26,41.27
NIMORAZOL,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,1021601900012,7891268105407,NAXOGIN,500 MG COM CT BL AL PLAS INC X 8,G01A1 - TRICOMONICIDAS SISTEMICOS,30.52,34.69,36.79,36.79,37.01,37.01,37.23,37.23,38.16
NIMOTUZUMABE,61.190.096/0001-92,EUROFARMA LABORATORIOS S.A.,1004310150025,7891317454975,CIMAHER,50 MG SOL INJ IV CT 4 FA VD INC X 10 ML ,L01G0 - ANTICORPOS MONOCLONAIS ANTINEOPLASICOS,5344.02,6072.75,6438.57,6438.57,6477.59,6477.59,6517.09,6517.09,6680.01
NISTATINA,92.265.552/0001-40,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,1181900290097,7896472516377,MICOSTALAB,25000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC ,G01B0 - ANTIFUNGICOS GINECOLOGICOS,18.05,20.52,21.76,21.76,21.88,21.88,22.02,22.02,22.58
NITAZOXANIDA,33.349.473/0001-58,FARMOQUIMICA S/A,1039001730011,7898040321512,ANNITA,500 MG COMP REV CT BL AL PLAS X 6 ,P01G0 - OUTROS ANTIPARASITARIOS,61.55,70.82,75.56,68.22,76.08,68.64,76.59,69.05,78.73
NITRATO DE BUTOCONAZOL,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356900280018,7894916501804,GYNAZOLE-1,20 MG/G CREM VAG CT APLIC PRE-ENVAS X 5 G,G01B0 - ANTIFUNGICOS GINECOLOGICOS,57.21,65.83,70.25,63.43,70.72,63.8,71.2,64.19,73.19
NITRATO DE FENTICONAZOL,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS S.A,1057303270089,7896658006883,FENTIZOL,"0,02 G/G CREM DERM CT BG AL X 30 G",D01A1 - ANTIFUNGICOS DERMATOLOGICOS TOPICOS,34.35,39.53,42.17,38.09,42.47,38.31,42.75,38.54,43.95
NITRATO DE ISOCONAZOL,44.734.671/0001-51,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.,1029802820011,7896676408157,NITRATO ISOCONAZOL,10 MG/G CREM DERM CT BG AL X 20 G,G01B0 - ANTIFUNGICOS GINECOLOGICOS,15.82,18.21,19.42,17.54,19.56,17.64,19.69,17.75,20.25
NITRATO DE MICONAZOL,03.108.098/0001-93,BLISFARMA INDUSTRIA FARMACEUTICA LTDA - ME,1489600020031,7898559950098,NITRATO DE MICONAZOL,20 MG/G CREM VAG CT BG PLAS X 80 G + 1 APLIC,G01B0 - ANTIFUNGICOS GINECOLOGICOS,17.36,19.97,21.31,19.24,21.46,19.35,21.6,19.48,22.2
NITRATO DE NAFAZOLINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800050015,7896261000711,PRIVINA,1 MG/ML SOL NAS CT FR PLAS OPC GOT X 15 ML,R01A7 - DESCONGESTIONANTES NASAIS,6.35,7.31,7.8,7.04,7.85,7.08,7.9,7.12,8.12
NITRATO DE OXICONAZOL,61.186.136/0001-22,VALEANT FARMACEUTICA DO BRASIL LTDA,1057500550025,7898168006414,OXIPELLE,10 MG/G CREM DERM CT BG AL X 20 G,D01A1 - ANTIFUNGICOS DERMATOLOGICOS TOPICOS,28.49,32.78,34.98,31.57,35.21,31.77,35.45,31.96,36.44
NITRAZEPAM,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,1058303620029,7896004711508,NITRAZEPAM (PORT 344/98 LISTA B1),5 MG COM CT BL AL PLAS INC X 20,N05B1 - HIPNOTICOS E SEDATIVOS NAO BARBITURICOS PUROS,8.83,10.15,10.84,9.77,10.9,9.84,10.98,9.9,11.29
NITRENDIPINO,61.230.314/0001-75,LIBBS FARMACEUTICA LTDA,1003300450052,7896094200982,CALTREN,10 MG COM CT BL AL PLAS AMB X 30,C08A0 - ANTAGONISTAS DO CALCIO PUROS,43.59,49.53,52.52,52.52,52.84,52.84,53.15,53.15,54.48
NITROFURAL,29.785.870/0001-03,LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA,1046504210010,7896714213095,NITROFURAL,2 MG/G POM CT BG AL X 30 G,D08A0 - ANTI-SEPTICOS E DESINFETANTES,6.37,7.33,7.82,7.06,7.88,7.11,7.93,7.15,8.15
NITROFURANTOINA,17.159.229/0001-76,LABORATORIO TEUTO BRASILEIRO S/A,1037005790012,7896112166221,NITROFURANTOINA,100MG CAP GEL DURA CT BL AL PLAS INC X 28 ,G04A9 - OUTROS ANTI-SEPTICOS URINARIOS,6.14,6.98,7.4,7.4,7.45,7.45,7.49,7.49,7.69
NITROGLICERINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800920011,7896261000667,NITRODERM TTS,25 MG SIST ADES TRANSD CT 10 ENV AL POLIET X 1,C01E0 - NITRITOS E NITRATOS,68.64,78,82.7,82.7,83.2,83.2,83.71,83.71,85.79
NITROPRUSSETO DE SODIO,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097401130027,7896241274408,NIPRIDE,50 MG PO LIOF INJ CT 5 FA VD AMB + 5 AMP DIL X 2 ML,C02A2 - ANTI-HIPERTENSIVOS PURO-ACAO PERIFERICA,153.51,174.45,184.96,184.96,186.08,186.08,187.21,187.21,191.9
NOMEGESTROL,05.333.542/0001-08,TEVA FARMACEUTICA LTDA.,1557300300019,1557300300019,ZOELY,"2,5 MG + 1,5 MG COM REV CT BL AL PVC CALEND X 24 + 4 PLACEBO",G03A2 - HORMONIOS CONTRACEPTIVOS MONOFASICOS COM ESTROGENIOS >=50MCG,33.15,38.15,40.71,36.76,40.98,36.98,41.26,37.2,42.42
NONOXINOL,58.430.828/0001-60,BLAU FARMACEUTICA S.A.,1163700560017,7896014627691,PRESERV,2 % GEL VAG CT BG AL X 40 G + 8 APLIC,G02X9 - OUTROS GINECOLOGICOS,17.93,20.38,21.61,21.61,21.73,21.73,21.87,21.87,22.42
NORETISTERONA,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097401010021,7896241274934,NORESTIN,"0,35 MG COM CT BL AL PLAS INC X 35",G03A5 - PREPARACOES ORAIS COM PROGESTERONA SOMENTE,8.41,9.54,10.12,10.12,10.19,10.19,10.24,10.24,10.51
NORFLOXACINO,60.665.981/0001-18,UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,1049701770031,7896006272304,UNI NORFLOX,400 MG COM CT STR X 14,J01G1 - FLUORQUINOLONAS ORAIS,34.87,39.62,42.01,42.01,42.26,42.26,42.52,42.52,43.59
OCITOCINA,60.665.981/0001-18,UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,1049701490045,7896006272113,OXITON,5 UI/ML SOL INJ CT 50 AMP VD INC X 1 ML,G02A0 - INDUTORES DO PARTO INCLUINDO OXITOCINAS,79.95,90.84,96.31,96.31,96.9,96.9,97.49,97.49,99.92
OCRIPLASMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006811200013,7896548199596,JETREA,"2,5 MG/ML SOL DIL INJ IVIT AMP VD TRANS X 0,2 ML",S01X2 - OUTROS PRODUTOS OFTALMOLOGICO TOPICOS,14019.87,16132.58,17214.45,15542.29,17330.7,15636.49,17448.54,15731.84,17936.53
OFATUMUMABE,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010703160012,7896015526047,ARZERRA,20 MG / ML SOL INJ CT 3 FA VD INC X 5 ML ,L01G0 - ANTICORPOS MONOCLONAIS ANTINEOPLASICOS,2768.72,3185.95,3399.6,3069.38,3422.55,3087.97,3445.83,3106.8,3542.2
OFLOXACINO,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,1071500970011,7893736024005,FLOXINA,200 MG COM CT ENV KRAFT POLI X 10,J01G1 - FLUORQUINOLONAS ORAIS,123.31,140.12,148.57,148.57,149.47,149.47,150.38,150.38,154.14
OLANZAPINA,04.301.884/0001-75,AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA,1516700470135,7898361882808,OLANZAPINA,10 MG COM CT BL PVC/OPA/AL/PVC X 7,N05A1 - ANTIPSICOTICOS ATIPICOS,135.31,153.77,163.03,163.03,164.03,164.03,165.02,165.02,169.14
OLEATO DE MONOETANOLAMINA,33.349.473/0001-58,FARMOQUIMICA S/A,1491600020041,7898244720104,ETHAMOLIN,50 MG/ML SOL INJ CT 6 AMP VD INC X 2 ML,C05B0 - TERAPIA ANTIVARICOSA TOPICA,35.42,40.24,42.66,42.66,42.92,42.92,43.19,43.19,44.27
OLMESARTANA MEDOXOMILA,10.588.595/0007-97,MEDLEY FARMACEUTICA LTDA,1832602230017,7896422500845,FLUXOCOR,20 MG COM  REV CT BL AL/AL X 10 ,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,13.78,15.66,16.6,16.6,16.71,16.71,16.81,16.81,17.23
OMEPRAZOL,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,1558402900366,7896714238906,NEOPRAZOL,20 MG CAP GEL DURA CT BL AL PLAS TRANS X 56,A02B2 - INIBIDORES DA BOMBA DE PROTONS,127.88,145.31,154.06,154.06,155,155,155.94,155.94,159.84
OMEPRAZOL MAGNESICO,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,1161800750334,7896206407834,LOSEC,10 MG COM REV CT BL AL/AL X 28,A02B2 - INIBIDORES DA BOMBA DE PROTONS,153.42,174.34,184.85,184.85,185.97,185.97,187.1,187.1,191.77
OMEPRAZOL SODICO,58.430.828/0001-60,BLAU FARMACEUTICA S.A.,1163700960015,7896014688272,OPRAZON,40 MG PO INJ CX 20 FA VD INC + 20 AMP DIL VD INC X 10 ML,A02B2 - INIBIDORES DA BOMBA DE PROTONS,712.47,819.82,874.81,789.83,880.71,794.61,886.7,799.47,911.5
OPRELVECINA,61.282.661/0001-41,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,1064601750057,7898149934231,PLAQUEMAX,5 MG PO LIOF INJ CT 1 FA VD INC  ,L03A9 - OUTROS AGENTES IMUNOESTIMULANTES EXCETO INTERFERONAS,734.74,834.94,885.23,885.23,890.6,890.6,896.03,896.03,918.42
ORLISTATE,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356906490030,7894916508285,ORLIPID,120 MG CAP GEL DURA CT BL AL PLAS OPC X 42,"A08A0 - PREPARADOS ANOREXICOS, EXCETO OS DIETETICOS",148.37,170.73,182.18,164.48,183.41,165.48,184.66,166.49,189.82
OXACILINA SODICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,1883000170029,7898560660566,BACTOCILIN,500 MG PO INJ CT 50 FA VD INC,J01H1 - PENICILINAS DE PEQUENO E MEDIO ESPECTROS PURAS,117.69,133.74,141.8,141.8,142.65,142.65,143.53,143.53,147.12
OXALATO DE ESCITALOPRAM,33.078.528/0001-32,TORRENT DO BRASIL LTDA,1052500440032,8902220109292,ESPRAN,10 MG COM REV CT BL AL/AL X 30,N06A4 - ANTI-DEPRESSIVOS SSRI,136.46,155.07,164.41,164.41,165.41,165.41,166.42,166.42,170.58
OXALIPLATINA,61.230.314/0001-75,LIBBS FARMACEUTICA LTDA,1003301490023,7896094207394,OXALIBBS,100 MG PO LIOF INJ CT FA VD INC,L01F0 - COMPOSTOS ANTINEOPLASICOS DE PLATINA,4312.5,4900.56,5195.78,5195.78,5227.26,5227.26,5259.14,5259.14,5390.62
OXAMNIQUINA,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,1021600140101,7891268100051,MANSIL,250 MG CAP GEL DURA CT STR AL/AL X 6,P01C0 - ESQUISTOSSOMICIDAS,55.99,63.62,67.45,67.45,67.86,67.86,68.28,68.28,69.98
OXCARBAZEPINA,60.665.981/0001-18,UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,1049712130207,7896006270300,OXCARB,60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS,N03A0 - ANTICONVULSIVANTES INCLUINDO ANTIEPILEPTICOS,39.9,45.33,48.07,48.07,48.36,48.36,48.65,48.65,49.86
OXIMETOLONA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130002190021,7896185944719,HEMOGENIN,50 MG COM CT BL AL PLAS AMB X 10,A14A1 - ANABOLIZANTES HORMONAIS PUROS,22.96,26.1,27.68,27.68,27.84,27.84,28.01,28.01,28.71
PACLITAXEL,33.051.491/0001-59,LABORATORIOS PIERRE FABRE DO BRASIL LTDA,1016202320032,7896290401503,ONXEL,"6 MG/ML SOL INJ CT FA VD AMB X 16,7 ML",L01C2 - AGENTES ANTINEOPLASICOS TAXANOS,2041.16,2319.5,2459.24,2459.24,2474.14,2474.14,2489.22,2489.22,2551.46
PALIPERIDONA,51.780.468/0001-87,JANSSEN-CILAG FARMACEUTICA LTDA,1123633880060,7896212422067,INVEGA,"3,0 MG COM REV LIB PROL CT BL AL PLAS INC X 28",N05A1 - ANTIPSICOTICOS ATIPICOS,310.55,352.9,374.16,374.16,376.42,376.42,378.72,378.72,388.19
PALMITATO DE PIPOTIAZINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130002990052,7896070605152,PIPORTIL L4,25 MG/ML SOL INJ CX 1 AMP VD AMB X 4 ML,N05A9 - ANTIPSICOTICOS CONVENCIONAIS,53.13,60.37,64.02,64.02,64.41,64.41,64.8,64.8,66.41
PALMITATO DE RETINOL,44.734.671/0001-51,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.,1029802120044,7896676410723,VITADERME,CREM DERM CT TB  PLAS X 50 G,D02A0 - EMOLIENTES PROTETORES DERMATOLOGICOS,44.56,51.28,54.72,49.41,55.09,49.7,55.46,50,57.02
PANCREATINA,68.949.239/0001-46,UNITED MEDICAL LTDA,1257600230033,7898054580110,SUPRENZ,20G MICROCOM REV OR CT FR VD AMB COL DOSAD,"A09A0 - DIGESTIVOS, INCLUINDO ENZIMAS DIGESTIVAS",81.18,92.25,97.81,97.81,98.4,98.4,99,99,101.47
PANITUMUMABE,33.060.740/0001-72,MANTECORP INDUSTRIA QUIMICA E FARMACEUTICA S.A.,1009302710026,7891142151513,VECTIBIX,20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 10 ML,L01G0 - ANTICORPOS MONOCLONAIS ANTINEOPLASICOS,3096.76,3563.43,3802.39,3433.04,3828.07,3453.85,3854.1,3474.9,3961.89
PANTOPRAZOL,05.035.244/0001-23,SUN FARMACEUTICA DO BRASIL LTDA,1468200210017,7898909980317,PANTASUN,40 MG/ML PO LIOF INJ CT FA VD INC,A02B2 - INIBIDORES DA BOMBA DE PROTONS,88.42,100.48,106.53,106.53,107.18,107.18,107.83,107.83,110.53
PANTOPRAZOL MAGNESICO DI-HIDRATADO,60.397.775/0001-74,TAKEDA PHARMA LTDA.,1063902560011,7896641807022,TECTA,40 MG COM REV CT BL AL/AL X 2,A02B2 - INIBIDORES DA BOMBA DE PROTONS,19.18,22.08,23.55,21.26,23.71,21.4,23.87,21.52,24.54
PANTOPRAZOL SODICO,58.430.828/0001-60,BLAU FARMACEUTICA S.A.,1163701270012,7896014688654,PANTOPRAZOL SODICO SESQUIIDRATADO,40 MG PO SOL INJ IV CX FA VD TRANS + AMP DIL X 10 ML,A02B2 - INIBIDORES DA BOMBA DE PROTONS,68.49,77.82,82.5,82.5,83,83,83.51,83.51,85.6
PANTOPRAZOL SODICO SESQUI-HIIDRATADO,04.338.716/0001-54,INDUSTRIA FARMACEUTICA MELCON DO BRASIL S.A.,1558900100035,7898907313421,PANTOMIX,20 MG COM REV CT BL AL/AL X 28,A02B2 - INIBIDORES DA BOMBA DE PROTONS,42.83,48.66,51.59,51.59,51.91,51.91,52.23,52.23,53.53
PARACETAMOL,03.485.572/0001-04,GEOLAB INDUSTRIA FARMACEUTICA S/A,1542302020058,7899095206267,CODYLEX,500 MG + 30 MG COM CT BL AL PLAS TRANS X 12,N02A0 - ANALGESICOS NARCOTICOS,19.75,22.71,24.23,21.88,24.4,22.02,24.57,22.15,25.25
PEGVISOMANTO,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,1021601780130,7891268108477,SOMAVERT,10 MG PO LIOF INJ CT 1 FA VD INC,H01C2 - HORMONIOS ANTICRESCIMENTO,281.29,319.63,338.89,338.89,340.95,340.95,343.03,343.03,351.6
PEMETREXEDE DISSODICO,44.363.661/0001-57,GLENMARK FARMACEUTICA LTDA,1101302690018,7897473200227,PEMEGLENN,100 MG PO LIOF INJ IV CT 01 FA VD INC X 15 ML ,L01B0 - AGENTES ANTINEOPLASICOS ANTIMETABOLITOS,1540.43,1750.49,1855.94,1855.94,1867.18,1867.18,1878.57,1878.57,1925.53
PENCICLOVIR,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356906010012,7894916500418,PENVIR LABIA,10 MG/G CR CT TB AL X 5 G,D06D1 - ANTIVIRAIS TOPICOS,25.75,29.27,31.04,31.04,31.22,31.22,31.41,31.41,32.2
PENICILAMINA,64.711.500/0001-14,UCB BIOPHARMA S.A.,1236100730018,7895197220019,CUPRIMINE,250 MG CAP GEL DURA CT FR PLAS OPC X100,M01C0 - AGENTES ANTI-REUMATICOS ESPECIFICOS,328.14,372.87,395.34,395.34,397.74,397.74,400.16,400.16,410.17
PENICILINA BENZILICA POTASSICO,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,1883000090041,7898560660276,BENZILPEN,5000000 UI PO SOL INJ CT 50 FA VD INC,J01H1 - PENICILINAS DE PEQUENO E MEDIO ESPECTROS PURAS,325.36,369.72,391.99,391.99,394.37,394.37,396.77,396.77,406.7
PENTOXIFILINA,10.588.595/0007-97,MEDLEY FARMACEUTICA LTDA,1018105970024,7896422521864,PENTOXIFILINA,400 MG COM REV CT BL AL PLAS INC X 30,"C04A1 - VASOTERAPEUTICOS CEREBRAIS E PERIFERICOS, EXCLUINDO ANTOAGONISTAS DE CALCIO COM ACAO CEREBRAL",45.84,52.09,55.23,55.23,55.56,55.56,55.91,55.91,57.3
PERAMPANEL,08.416.362/0001-70,EISAI LABORATORIOS LTDA,1731000020060,7898937460331,FYCOMPA,10 MG COM REV CT BL AL PLAS TRANS X 7,N03A0 - ANTICONVULSIVANTES INCLUINDO ANTIEPILEPTICOS,126.93,146.05,155.86,140.72,156.9,141.56,157.97,142.43,162.39
PERICIAZINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130003030011,7896070601543,NEULEPTIL,10 MG COM REV CT BL AL PLAS INC X 20,N05A9 - ANTIPSICOTICOS CONVENCIONAIS,7.74,8.79,9.33,9.33,9.39,9.39,9.44,9.44,9.68
PERINDOPRIL,42.374.207/0001-76,LABORATORIOS SERVIER DO BRASIL LTDA,1127800740045,7898029550230,ACERTIL,10 MG CX CT TB PLAS X 15,C09A0 - INIBIDORES DA ECA PUROS,57.21,65,68.91,68.91,69.33,69.33,69.76,69.76,71.5
PERINDOPRIL ERBUMINA,33.078.528/0001-32,TORRENT DO BRASIL LTDA,1052500360039,8902220107335,PERICOR,4 MG COM CT BL AL/AL X 30,C09A0 - INIBIDORES DA ECA PUROS,66.15,75.16,79.7,79.7,80.18,80.18,80.67,80.67,82.68
PERMETRINA,61.299.111/0001-35,LUPER INDUSTRIA FARMACEUTICA LTDA,1040419270013,7896622304724,TINDAL,"0,01 G/ML CREM CT FR VD AMB X 60 ML",P03A0 - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,17.37,20,21.33,19.26,21.48,19.38,21.62,19.49,22.23
PEROXIDO DE BENZOILA,63.064.653/0001-54,LABORATORIOS STIEFEL LTDA,1067500070033,7896251800314,PANOXYL,100 MG/G GEL CT BG PLAS OPC X 45 G,D10A0 - ANTIACNEICOS TOPICOS,21.61,24.87,26.54,23.96,26.72,24.11,26.9,24.25,27.65
PEROXIDO DE UREIA,33.026.055/0001-20,LABORATORIO DAUDT OLIVEIRA LTDA,1014300280012,7896026120500,OTICERIM,100 MG/ML SOL OTO CT FR PLAS OPC GOT X 8 ML,S02D1 - PRODUTOS PARA REMOCAO DA CERA DOS OUVIDOS,8.89,10.23,10.92,9.86,10.99,9.93,11.07,9.98,11.38
PICOSSULFATO DE SODIO,60.862.208/0001-41,FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA,1026600510025,7898037080460,SENNA ALMEIDA PRADO 46,"0,005+0,02G+0,015G COM CT TB PLAS X 60",A06A2 - LAXANTES POR CONTATO,21.92,25.22,26.91,24.29,27.09,24.44,27.27,24.59,28.03
PIDOLATO DE MAGNESIO,61.150.447/0001-31,LABORATORIOS BALDACCI LTDA,1014600580038,7897851250363,PIDOMAG,150 MG/ML SOL OR CT 12 FLAC X 10 ML,A12C1 - SUPLEMENTOS DE MAGNESIO,30.65,35.26,37.63,33.98,37.89,34.19,38.14,34.4,39.21
PIDOLATO DE PIRIDOXINA,61.150.447/0001-31,LABORATORIOS BALDACCI LTDA,1014600870011,7897851220243,METADOXIL,500 MG COM REV CT BL AL PLAS OPC X 30 ,N07E0 - PRODUTOS USADOS EM DEPENDENCIA ALCOOLICA,41.29,47.51,50.69,45.77,51.04,46.05,51.39,46.33,52.83
